symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
AP003718.1	0				
AP003721.1	0.414692595	0.043400422	0.276746863	0.333591206	
AP003721.2	0				
AP003721.3	0.120944034	-0.012859917	0.274420225	0.813161858	
AP003721.4	1.304463471	-0.063552031	0.27683243	0.334163417	
AP003730.1	0				
AP003733.1	0				
AP003733.2	0				
AP003733.3	2.295166312	0.032484794	0.26266286	0.696371422	0.864518469
AP003774.1	0				
AP003774.2	0.258850864	0.005902043	0.273393011	0.850962177	
AP003778.1	3.622510151	-0.057950448	0.256537592	0.581554865	0.80119564
AP003783.1	0				
AP003784.1	0				
AP003785.1	0				
AP003789.1	0				
AP003900.1	0				
AP003969.1	0				
AP003969.2	0.541049417	-0.013259946	0.270875264	0.748363551	
AP003972.1	0				
AP003973.1	0				
AP003973.2	0.134810475	-0.001127245	0.274189113	0.982571346	
AP003973.3	0				
AP003973.4	0				
AP004147.1	0				
AP004247.1	0				
AP004247.2	0				
AP004289.1	0				
AP004289.2	0				
AP004290.1	0				
AP004371.1	0				
AP004372.1	0				
AP004550.1	0				
AP004606.1	0				
AP004607.1	0				
AP004607.2	0				
AP004607.3	0				
AP004607.4	0				
AP004607.5	0				
AP004607.6	0				
AP004607.7	0				
AP004607.8	0				
AP004607.9	0				
AP004609.1	0.171527048	0.014823387	0.274584154	0.683789817	
AP004609.2	0				
AP004609.3	13.47037198	-0.090406501	0.250259132	0.467967416	0.725800636
AP004782.1	0.875366677	-0.056409083	0.276876826	0.292473763	
AP004833.1	0				
AP004833.2	0				
AP004833.3	0				
AP005018.1	0				
AP005018.2	0.707153073	0.001689457	0.27178715	0.964804399	
AP005019.1	0				
AP005019.2	0				
AP005057.1	0				
AP005059.1	0.161942714	-0.001141491	0.274188553	0.982571486	
AP005059.2	0				
AP005060.1	0.046695068	0.010078798	0.274178408	0.880016398	
AP005062.1	0				
AP005119.1	0				
AP005119.2	0.082855962	0.011625779	0.274285844	0.880876847	
AP005120.1	0				
AP005121.1	0				
AP005121.2	0				
AP005131.1	0				
AP005131.2	0				
AP005131.3	0				
AP005131.4	0				
AP005131.5	0				
AP005136.1	0				
AP005136.2	0				
AP005136.3	2.480952863	-0.016949596	0.259447484	0.841890354	0.933094076
AP005136.4	1.886729611	-0.031052483	0.264683203	0.690578648	
AP005137.1	0				
AP005137.2	0				
AP005139.1	0				
AP005202.1	0				
AP005202.2	0				
AP005203.1	0				
AP005205.1	0				
AP005205.2	0.985472716	-0.031163979	0.274201668	0.426962784	
AP005205.3	0				
AP005208.1	0				
AP005209.1	1.037072498	0.016464535	0.267869956	0.785077885	
AP005209.2	0				
AP005210.1	0				
AP005210.2	0				
AP005212.1	0.052907202	-0.009936644	0.274193831	0.914590283	
AP005212.2	0				
AP005212.3	0				
AP005212.4	0.328348721	-0.02416779	0.2753989	0.49188482	
AP005229.1	0.235696037	0.006746054	0.273757356	0.811838852	
AP005229.2	0.555353748	0.051679239	0.278838118	0.239486727	
AP005230.1	22.7749983	1.913280066	0.700151322	0.000239461	0.005694544
AP005233.1	0				
AP005233.2	0.566189686	0.044609573	0.278798952	0.203684856	
AP005242.1	0				
AP005242.2	2.801685506	-0.037755164	0.261692074	0.663102432	0.846756537
AP005242.3	0				
AP005242.4	0				
AP005242.5	0				
AP005262.1	0				
AP005263.1	0.063802279	0.010919671	0.274233302	0.880016398	
AP005264.1	2.535002375	0.033364255	0.266451165	0.64617898	0.837406785
AP005264.2	0.824901124	0.001535957	0.271575377	0.951098311	
AP005264.3	0				
AP005264.4	0				
AP005264.5	0				
AP005264.6	0.44687926	0.026190108	0.272644977	0.560960527	
AP005270.1	0				
AP005271.1	1.861424746	-0.083109876	0.276724383	0.333317035	
AP005273.1	0				
AP005273.2	0				
AP005328.1	0.143592656	-0.0124297	0.274377746	0.811562949	
AP005329.1	2.995192616	-0.041109254	0.262782401	0.631123304	0.829394216
AP005329.2	0.415320859	-0.006537029	0.271737254	0.840852868	
AP005329.3	11.5817052	0.030723232	0.232130244	0.807901261	0.917035734
AP005357.1	0				
AP005380.1	0				
AP005431.1	1.092146952	0.006329516	0.264797034	0.927808508	
AP005432.1	0.357338309	1.2033E-05	0.272269251	0.983331076	
AP005432.2	2.126277928	-0.007969898	0.261996818	0.917656926	0.966029848
AP005435.1	0				
AP005435.2	0				
AP005435.3	0				
AP005435.4	0				
AP005436.1	0				
AP005436.2	0				
AP005436.3	0				
AP005482.1	0				
AP005482.2	8.032377082	0.469982888	0.528373904	0.029321074	0.151220284
AP005530.1	0				
AP005597.1	0				
AP005597.2	0				
AP005597.3	0				
AP005597.4	0				
AP005660.1	0				
AP005671.1	0.045556519	-0.009573312	0.274172336	0.913256342	
AP005717.1	0				
AP005717.2	1.511068854	-0.052751498	0.27288145	0.424567455	
AP005899.1	0.283231411	-0.001432765	0.273115795	0.975227194	
AP005899.2	0.104198155	0.001768988	0.273625543	0.982580414	
AP005900.1	0				
AP005901.1	0.060138196	0.010762558	0.274222372	0.880016398	
AP005901.2	0				
AP005901.3	0				
AP005901.4	0				
AP005901.5	3.990557599	-0.029448405	0.259101759	0.739293052	0.887017019
AP005901.6	0.516937187	-0.035620855	0.274574943	0.406766914	
AP005902.1	0				
AP005902.2	0				
AP006193.1	0				
AP006216.1	0.170868024	0.000316588	0.273621725	0.981304784	
AP006216.2	0				
AP006216.3	0				
AP006219.1	0				
AP006219.2	0.250150659	0.013625258	0.274483781	0.699062374	
AP006219.3	0.368437177	0.028686976	0.274607141	0.491670296	
AP006222.1	117.1859274	-0.227190839	0.269426551	0.151076601	0.40296621
AP006222.2	0.453740731	0.02744464	0.275393054	0.663452293	
AP006245.1	0				
AP006245.2	0				
AP006248.1	0				
AP006248.2	0				
AP006248.3	0.070656187	-0.001059321	0.274191695	0.982569862	
AP006248.4	0.29152313	0.014661127	0.274598817	0.654589246	
AP006248.5	0				
AP006259.1	0				
AP006261.1	0.052907202	-0.009936644	0.274193831	0.914590283	
AP006285.1	0				
AP006287.1	0				
AP006287.2	0.37809562	0.020749318	0.273621379	0.654470884	
AP006287.3	0.439374853	0.0093084	0.272923739	0.825814294	
AP006288.1	0				
AP006294.1	0				
AP006294.2	0.151841697	0.014519495	0.274548075	0.700233042	
AP006295.1	0				
AP006333.1	0.467655699	0.027560823	0.273990699	0.565814844	
AP006333.2	0.093069906	-0.001093943	0.274190409	0.982570577	
AP006437.1	0				
AP006442.1	0				
AP006545.1	8.057596605	0.063495098	0.269190206	0.45452734	0.716247599
AP006545.2	1.337753247	0.106895855	0.30201459	0.04315292	
AP006545.3	4.429339196	0.066506115	0.278440389	0.279530952	0.564669115
AP006547.1	0				
AP006565.1	0				
AP006587.1	0				
AP006587.2	0				
AP006587.3	0				
AP006587.4	0				
AP006587.5	0				
AP006587.6	0				
AP006621.1	0.846070201	-0.041414477	0.272273591	0.502555925	
AP006621.2	5.161945115	1.801586553	0.905518154	0.001678104	0.022788325
AP006621.3	79.59227054	0.171027156	0.213367306	0.250496198	0.531358834
AP006621.4	0				
AP006621.5	42.85688799	0.71087512	0.517611086	0.009763407	0.075815061
AP006621.6	28.14565848	-0.173465902	0.223500355	0.246347571	0.526348599
AP006623.1	9.560951017	-0.061890014	0.256596301	0.561791278	0.788675513
AP006748.1	0				
AP007216.1	0				
AP007216.2	0.052134167	0.010378384	0.274196959	0.880016398	
AP1AR	837.2857884	0.100243761	0.198465043	0.478920649	0.733809638
AP1B1	2801.632867	-0.227211619	0.189413304	0.116638224	0.345054747
AP1B1P1	0				
AP1B1P2	0				
AP1G1	2505.991702	-0.05885492	0.15180941	0.637246218	0.833198586
AP1G2	798.5834501	0.531516694	0.392616517	0.018058214	0.112688277
AP1M1	2693.190183	0.009646423	0.110758799	0.903706476	0.960232408
AP1M2	2.981275396	0.028257839	0.26393493	0.710557063	0.870605608
AP1M2P1	0				
AP1S1	2289.378735	0.102342036	0.189427294	0.439630891	0.705659257
AP1S2	1179.112626	0.413361247	0.171729285	0.004247017	0.043865843
AP1S2P1	0				
AP1S3	12.41743276	0.259982251	0.31046829	0.109402049	0.334010464
AP2A1	6315.265612	0.32141935	0.148600576	0.012141383	0.087258084
AP2A2	3056.797097	0.022920752	0.148031435	0.855298067	0.938633339
AP2B1	8459.857122	-0.068508163	0.144921599	0.597527913	0.811253676
AP2B1P1	0.26160007	-0.013399892	0.273881999	0.693849777	
AP2M1	13387.91108	-0.153631842	0.102768727	0.111686636	0.337521712
AP2S1	3784.718281	0.161785091	0.202711229	0.263632354	0.545309866
AP3B1	2145.049382	-0.552326081	0.158273212	8.28881E-05	0.002601026
AP3B2	58.05823386	0.010625803	0.210696111	0.938834086	0.975617133
AP3D1	6669.963989	0.000538571	0.123066762	0.949286314	0.979918062
AP3M1	1307.007359	-0.17477037	0.173820201	0.208433707	0.482096386
AP3M2	668.9258788	-0.00157267	0.210685609	0.975565811	0.990814422
AP3S1	2829.601245	0.120832795	0.133384218	0.312319729	0.597226004
AP3S2	1052.393727	-0.143715189	0.194712088	0.320219451	0.60436905
AP4B1	449.9429379	-0.494769389	0.152092184	0.000236971	0.005662639
AP4B1-AS1	0.151312307	0.010204143	0.274194436	0.877636998	
AP4E1	574.464458	-0.273782117	0.176566292	0.052433693	0.21714986
AP4M1	719.0063022	0.069261673	0.153086512	0.588208773	0.805064058
AP4S1	225.0350975	-0.086797499	0.163864522	0.515418845	0.759034333
AP5B1	1025.298281	-0.064093572	0.199008618	0.652548051	0.841458499
AP5M1	736.5869087	-0.112916116	0.130310356	0.323721978	0.607667562
AP5S1	607.7594424	0.113817352	0.152622779	0.371024718	0.65026513
AP5Z1	1929.252454	-0.099042637	0.165458648	0.45451977	0.716247599
APAF1	735.2350745	-0.394058736	0.227778158	0.019947625	0.11956601
APBA1	517.5559637	0.916341647	0.383011296	0.00104223	0.016496816
APBA2	1401.663042	0.691086145	0.395142084	0.006176561	0.056065892
APBA3	608.6722846	0.01253088	0.149078481	0.922376152	0.967419123
APBB1	1396.904045	-0.005423601	0.134428899	0.965992351	0.987932723
APBB1IP	6.389152252	0.235760315	0.412612069	0.028867744	0.150142696
APBB2	5328.885837	-0.189869457	0.237077634	0.210857163	0.484788672
APBB3	432.7639108	0.064025704	0.186675142	0.644740556	0.837009281
APC	1149.912087	-0.150206805	0.2089295	0.301859865	0.587381289
APC2	57.91329146	-0.097362017	0.224400294	0.482097837	0.736220279
APCDD1	10739.7076	-0.107743915	0.239076904	0.4269217	0.696164914
APCDD1L	6552.397913	0.712757217	0.405291582	0.005718998	0.053271155
APCDD1L-DT	1139.105834	0.852331803	0.434244234	0.003043424	0.035252991
APCS	0				
APEH	2787.025326	0.260794098	0.143638356	0.036777746	0.175089039
APELA	6.755255504	-0.056509501	0.279904595	0.183316728	0.44851427
APEX1	5238.009837	-0.133077598	0.182175262	0.329325026	0.612434823
APEX2	733.9672819	0.029547128	0.157551455	0.816600599	0.920700384
APH1A	5775.73426	0.090670929	0.081268903	0.247451481	0.527394163
APH1B	833.1983748	0.223203434	0.181222751	0.129182273	0.367300447
API5	2877.190014	-0.174439021	0.123158185	0.112114526	0.33827093
API5P1	0.498691098	-0.031870182	0.27579119	0.667034552	
API5P2	0				
APIP	629.8930622	0.168211858	0.198656938	0.247078922	0.52688459
APLF	133.0047488	0.015959715	0.131291321	0.890086734	0.954500269
APLN	86.09508544	2.350833793	0.794290707	0.000104981	0.00307891
APLNR	0.15813486	-0.009746075	0.274183284	0.914395161	
APLP1	751.3324404	-0.06581067	0.215624196	0.629586152	0.8290041
APLP2	17735.36704	0.665450313	0.223019045	0.000448009	0.009029294
APMAP	3065.783386	-0.247629258	0.155802473	0.058311145	0.231412408
APOA1	3.247917196	0.00317121	0.257380405	0.97290705	0.990194606
APOA1-AS	0.342847588	0.001492561	0.273104083	0.97390596	
APOA2	0.038652561	-0.001017292	0.274193287	0.98256985	
APOA4	0.077305121	-0.00109071	0.274191001	0.982570583	
APOA5	0.052134167	0.010378384	0.274196959	0.880016398	
APOB	1.74067848	0.020699573	0.272962818	0.571296598	
APOBEC1	0				
APOBEC2	0				
APOBEC3A	0.048476503	-0.001032093	0.274192702	0.98256985	
APOBEC3AP1	0				
APOBEC3B	184.68504	-0.019699645	0.260545453	0.806161323	0.916139308
APOBEC3B-AS1	0				
APOBEC3C	1588.273056	-0.09832951	0.214215872	0.476963814	0.732044848
APOBEC3D	79.43308319	0.058233239	0.231444811	0.65552841	0.843029695
APOBEC3F	239.3751401	-0.531123572	0.278141562	0.007742496	0.065022967
APOBEC3G	345.1686896	-0.145186685	0.25818047	0.295893973	0.581940539
APOBEC3H	0.557354445	-0.061091504	0.281690643	0.203755063	
APOBEC4	0				
APOBR	4.114004545	0.105871724	0.27990101	0.288902053	0.574292564
APOC1	43.47295119	0.638539746	0.458072704	0.011387533	0.08380579
APOC1P1	0.763431591	-0.010570429	0.27036468	0.868523657	
APOC2	0.065741063	-0.0010535	0.274191899	0.98256985	
APOC3	0				
APOC4	0.052134167	0.010378384	0.274196959	0.880016398	
APOC4-APOC2	0				
APOD	486.6840537	0.058365719	0.260183066	0.559026417	0.787100448
APOE	409.4333141	1.200359738	0.466374048	0.000479064	0.009408723
APOF	0				
APOH	0.433829796	0.024899994	0.274682307	0.461792836	
APOL1	509.2854837	-0.300252127	0.390157002	0.069814425	0.255800468
APOL2	2435.577254	-0.46824933	0.379783774	0.025983552	0.140617981
APOL3	75.92003861	-1.161131413	0.509140882	0.001013594	0.016202493
APOL4	10.92333688	0.054308131	0.260280294	0.572365848	0.795421485
APOL5	0.070671829	-0.010646247	0.274241059	0.914590283	
APOL6	728.1892917	-0.232654959	0.38473545	0.058403678	0.231433808
APOLD1	243.8128469	-0.003669443	0.211501154	0.975293336	0.990746641
APOM	48.09731233	-0.254957913	0.270449882	0.119696485	0.350624219
APONP	0				
APOO	204.5569308	-0.164727129	0.183133737	0.242411808	0.521609535
APOOL	670.4310747	0.218485992	0.149906153	0.085425193	0.288594515
APOOP1	0				
APOOP2	0				
APOOP3	0				
APOOP4	0				
APOOP5	0				
APP	26177.20555	0.002715225	0.155213932	0.969620775	0.988619049
APP-DT	0.077305121	-0.00109071	0.274191001	0.982570583	
APPBP2	1449.275573	-0.132962324	0.126516792	0.22897072	0.507059807
APPL1	1157.851726	0.024728198	0.145185176	0.842561336	0.933094076
APPL2	2450.725314	0.017458715	0.155123782	0.893705255	0.955757197
APRT	1995.934553	-0.011730215	0.150105841	0.944785004	0.978488034
APTR	207.2418474	-0.059285208	0.217277417	0.660739499	0.845832202
APTX	784.2922381	-0.222746533	0.155027764	0.085846617	0.289332383
AQP1	6164.224872	2.893845712	0.544774566	4.43133E-09	1.06665E-06
AQP10	0.060138196	0.010762558	0.274222372	0.880016398	
AQP11	27.76204203	0.273075013	0.273511956	0.102297455	0.321673917
AQP12A	0				
AQP12B	0				
AQP2	0				
AQP3	40.14003833	-0.116817458	0.25109147	0.378528361	0.656883488
AQP4	0				
AQP4-AS1	0.322438685	0.009693813	0.273425637	0.81957858	
AQP5	0.958860831	-0.037370872	0.274796201	0.396999564	
AQP6	0.142415249	-0.008675497	0.274128105	0.94219414	
AQP7	0.575893218	0.042976147	0.277881457	0.353940251	
AQP7P1	0.136081819	-0.010823817	0.27425439	0.915004191	
AQP7P2	0.181375536	0.009174908	0.27413117	0.879679075	
AQP7P3	0				
AQP7P4	0				
AQP7P5	0				
AQP8	0.511091413	-0.002834041	0.272294279	0.971363612	
AQP9	1.041774307	-0.001313492	0.2741772	0.966948785	
AQR	1289.29013	-0.186455835	0.122761734	0.090835714	0.299614374
AR	1277.514138	0.033882209	0.213886131	0.8114596	0.919056699
ARAF	2063.706975	-0.016044809	0.08493303	0.839501094	0.931950089
ARAFP1	0				
ARAFP2	0				
ARAFP3	0				
ARAP1	3509.298311	0.491113755	0.192930624	0.002140701	0.027312966
ARAP1-AS1	0.631643051	0.042923458	0.275635724	0.329118672	
ARAP1-AS2	0.664977089	-0.00277203	0.270921467	0.932172982	
ARAP2	0.565887284	-0.011742994	0.273147813	0.62031599	
ARAP3	960.2070501	0.230844837	0.239035395	0.144982775	0.393573101
ARC	11.92572509	-0.015599096	0.264575872	0.827810029	0.926567103
ARCN1	7936.077482	-0.254023896	0.107523002	0.010095921	0.077386073
AREG	3482.778273	6.763809238	1.326210845	9.64688E-09	1.98788E-06
AREL1	1487.819145	-0.119876432	0.161574501	0.359986118	0.639902473
ARF1	17632.06045	-0.053501875	0.094154469	0.516136319	0.759391658
ARF1P1	0				
ARF1P2	0				
ARF1P3	0.107222208	-0.001103807	0.274190017	0.982570583	
ARF3	5358.54028	-0.007252177	0.118364763	0.944222604	0.978169619
ARF4	9388.203391	-0.302689962	0.124133143	0.006542694	0.058223486
ARF4-AS1	14.22656134	0.042532239	0.219424837	0.750434275	0.891541574
ARF4P1	0.230128186	0.013780026	0.274497868	0.701129017	
ARF4P2	0.065741063	-0.0010535	0.274191899	0.98256985	
ARF4P3	0				
ARF4P4	0				
ARF5	4228.710364	-0.060147265	0.166692447	0.648344054	0.83887348
ARF6	4392.025249	0.277899247	0.13990888	0.022664066	0.129477089
ARFGAP1	5533.174982	-0.314389919	0.193291838	0.037064397	0.175944463
ARFGAP2	2118.424366	-0.168832655	0.126818431	0.132573439	0.372922456
ARFGAP3	2755.91162	-0.103981973	0.122298297	0.342623378	0.624233078
ARFGEF1	1823.40083	0.090600256	0.156681578	0.483299889	0.736831394
ARFGEF2	1613.878949	-0.023861953	0.112895689	0.81806949	0.921477805
ARFGEF3	17.34735861	3.5485668	1.071206949	2.71178E-05	0.0011245
ARFIP1	1138.363062	-0.271021425	0.109855494	0.006996502	0.060802694
ARFIP2	2640.616812	-0.130152956	0.154216271	0.308454998	0.593631509
ARFRP1	1614.684665	0.306445794	0.137403837	0.011104339	0.082490571
ARG1	0				
ARG2	359.741324	2.395254127	0.616139631	4.16288E-06	0.000254271
ARGFX	0				
ARGFXP1	0				
ARGFXP2	0				
ARGLU1	2565.610156	-0.249945566	0.156835264	0.061691155	0.238949098
ARHGAP1	2877.454682	-0.431867307	0.16556849	0.002321524	0.028959763
ARHGAP10	1260.079416	0.060269557	0.143712745	0.624237842	0.826150364
ARHGAP11A	859.2958893	0.046862164	0.250847329	0.672715879	0.852688545
ARHGAP11B	46.48014597	-0.001782115	0.238721131	0.985750956	0.993974475
ARHGAP12	1659.201182	-0.010747732	0.147452779	0.929201623	0.970709307
ARHGAP15	1.269158608	-0.045061476	0.276991157	0.249299432	
ARHGAP15-AS1	0.063802279	0.010919671	0.274233302	0.880016398	
ARHGAP16P	0				
ARHGAP17	1582.944589	-0.316114009	0.160912717	0.018622116	0.114720138
ARHGAP18	1101.442745	0.652548951	0.477541005	0.011375167	0.083777256
ARHGAP19	353.064054	0.176617909	0.255298763	0.237902872	0.516458923
ARHGAP19-SLIT1	0.710907458	0.025226716	0.272884092	0.507649839	
ARHGAP20	10.68858741	-0.142439036	0.293188579	0.211685563	0.485504257
ARHGAP21	5443.627454	0.107665525	0.144435901	0.380174137	0.657830904
ARHGAP22	1521.29846	1.359438917	0.442183599	0.000115152	0.003303588
ARHGAP22-IT1	0.211077498	0.015297285	0.274642881	0.683704243	
ARHGAP23	4189.164996	0.199988192	0.214990653	0.201773983	0.473838772
ARHGAP23P1	1.69763047	-0.009597403	0.272887323	0.745832698	
ARHGAP24	1400.918278	0.310552339	0.317367823	0.076141217	0.26929059
ARHGAP25	2.439054993	0.078349183	0.277138864	0.3196668	0.603787876
ARHGAP26	184.832774	0.364085953	0.53060324	0.03622181	0.173404338
ARHGAP26-AS1	0				
ARHGAP26-IT1	0.067604912	0.01108365	0.274244909	0.880016398	
ARHGAP27	45.14707796	-0.46180848	0.694795738	0.022491134	0.129023249
ARHGAP27P1-BPTFP1-KPNA2P3	150.3881205	-0.097156002	0.249598195	0.445742675	0.710548181
ARHGAP27P2	1.009658848	0.08671608	0.290181262	0.105964554	
ARHGAP28	549.0993331	-0.499605121	0.588708385	0.023763289	0.133023198
ARHGAP29	705.3084764	0.217616689	0.284304649	0.159005865	0.414482007
ARHGAP29-AS1	0.405393968	-0.028224305	0.275099926	0.462455105	
ARHGAP30	0.6628879	0.000447574	0.271678735	0.963734332	
ARHGAP31	964.2420778	-1.391578621	0.24199074	5.36286E-10	1.96023E-07
ARHGAP31-AS1	2.599044508	-0.104288385	0.282205984	0.272548658	0.555395975
ARHGAP32	1236.203109	0.128997271	0.232847749	0.363105639	0.642676757
ARHGAP33	477.538166	-0.166528477	0.274333345	0.232277773	0.510147845
ARHGAP35	6135.811392	0.361133021	0.168790386	0.010732288	0.080707612
ARHGAP36	0.032938258	-0.001006793	0.274193691	0.98256985	
ARHGAP39	375.0220099	-0.655654714	0.235623843	0.000620217	0.01137718
ARHGAP4	96.94282566	0.040619244	0.234165591	0.74724132	0.890691412
ARHGAP40	0.226465728	0.013153669	0.274436883	0.78603324	
ARHGAP42	487.3433889	-1.239713045	0.278458642	5.39122E-07	4.94939E-05
ARHGAP42-AS1	3.761383133	-1.39334134	0.847631457	0.00411401	0.042924735
ARHGAP42P1	0				
ARHGAP42P2	0				
ARHGAP42P3	0.183390626	-0.012933583	0.274428638	0.812384115	
ARHGAP42P4	0				
ARHGAP42P5	0				
ARHGAP44	43.54219592	0.11114454	0.23256513	0.428059886	0.696369079
ARHGAP45	34.73452815	3.055364871	0.652065334	8.90336E-08	1.24634E-05
ARHGAP5	2199.863519	0.008292459	0.190178131	0.960833129	0.984883896
ARHGAP5-AS1	46.88502174	-0.039815938	0.234045814	0.747924769	0.890776008
ARHGAP6	40.12012515	0.173755341	0.27794915	0.221090104	0.498216289
ARHGAP8	11.563639	0.081991524	0.283220727	0.225065808	0.502300872
ARHGAP9	8.91665557	0.018307365	0.270279942	0.7200851	0.876212299
ARHGDIA	14617.82554	0.013133635	0.137729904	0.914142444	0.964779367
ARHGDIB	13.49267944	-0.228059548	0.391640225	0.04579544	0.200379159
ARHGDIG	2.892857714	-0.062861371	0.269703693	0.451573226	0.714446314
ARHGEF1	2793.298871	-0.000835167	0.16085426	0.991345302	0.996425312
ARHGEF10	1957.833073	0.156898825	0.177403587	0.258981037	0.539728403
ARHGEF10L	765.1548793	-0.028871956	0.177981754	0.829679706	0.927325752
ARHGEF11	2195.340326	-0.054944472	0.173825038	0.689920451	0.861293739
ARHGEF12	5171.333176	-0.001348385	0.161037988	0.999479962	0.999682552
ARHGEF15	0.070671829	-0.010646247	0.274241059	0.914590283	
ARHGEF16	0.428896778	0.008732315	0.272308397	0.82097563	
ARHGEF17	4957.940671	-0.074310031	0.184616856	0.583116681	0.801965049
ARHGEF18	1965.445431	-0.145865739	0.107256535	0.140265891	0.385890356
ARHGEF19	2032.369839	0.360176225	0.440584384	0.050150829	0.211241371
ARHGEF19-AS1	0				
ARHGEF2	4036.65681	-0.158296265	0.234575867	0.28253132	0.5678822
ARHGEF2-AS1	0.044449292	-0.009507112	0.274168606	0.914590283	
ARHGEF2-AS2	4.998751114	0.145070256	0.296455268	0.201233962	0.473077174
ARHGEF25	1684.516918	0.665334278	0.146817646	8.03449E-07	6.63535E-05
ARHGEF26	71.80035757	-0.843633464	0.301979235	0.00040116	0.008350672
ARHGEF26-AS1	2.13060765	-0.126887094	0.301394154	0.135813356	0.378307087
ARHGEF28	753.6819845	0.095381697	0.221488582	0.497009441	0.746224535
ARHGEF3	98.16792277	0.183974964	0.289454633	0.194651948	0.464182693
ARHGEF3-AS1	0				
ARHGEF33	23.57832651	-0.230264239	0.314793277	0.126601081	0.362362548
ARHGEF34P	175.7781002	0.017317189	0.244529259	0.870496515	0.945408837
ARHGEF35	135.1464484	-0.00054795	0.224591344	0.994313597	0.997466253
ARHGEF35-AS1	379.0494665	-0.010705074	0.198350703	0.935218483	0.974004982
ARHGEF37	22.58780944	0.066550855	0.262461874	0.503311885	0.750434538
ARHGEF38	0.122649745	-0.011095297	0.274275079	0.894793196	
ARHGEF38-IT1	0				
ARHGEF39	82.53515876	0.118110554	0.286544512	0.246273981	0.526346481
ARHGEF4	207.2846351	-0.099618796	0.266771511	0.3770614	0.655317241
ARHGEF40	4785.912418	-0.20785056	0.24568306	0.179000593	0.442968117
ARHGEF5	413.5831001	0.125582868	0.163350739	0.33827212	0.620387081
ARHGEF6	779.6659684	-0.269364189	0.249531394	0.097260537	0.312252517
ARHGEF7	1540.820583	-0.006074262	0.181869277	0.968482948	0.988300918
ARHGEF7-AS1	0.08418878	0.011649238	0.274288081	0.880016398	
ARHGEF7-AS2	0.63440416	0.011491218	0.272821965	0.779712529	
ARHGEF7-IT1	0.132710662	0.010164213	0.274190822	0.879340331	
ARHGEF9	780.0329577	-0.011590838	0.160724021	0.928698686	0.97051445
ARHGEF9-IT1	0.038652561	-0.001017292	0.274193287	0.98256985	
ARID1A	2274.792961	-0.136788656	0.1716513	0.313406751	0.598022185
ARID1B	2280.352705	0.041032777	0.166586188	0.758721045	0.895918893
ARID2	612.5208064	0.077078064	0.159645825	0.555222005	0.784857977
ARID3A	1163.876114	0.338971966	0.197464118	0.027413476	0.14564931
ARID3B	124.6192202	0.333647644	0.209621772	0.035593732	0.171688437
ARID3BP1	0.032938258	-0.001006793	0.274193691	0.98256985	
ARID3C	12.05175993	0.084132519	0.245640187	0.505197381	0.751613057
ARID4A	391.1605179	0.083980334	0.18718506	0.547671231	0.779585511
ARID4B	942.9126992	-0.139207489	0.168779975	0.307297345	0.592964611
ARID5A	639.3622805	0.673642718	0.352217289	0.004760645	0.047218899
ARID5B	3827.226522	-0.822733401	0.328186783	0.000919288	0.015120754
ARIH1	2037.700451	0.052173094	0.117801114	0.62563752	0.82711543
ARIH2	2477.365948	-0.161132715	0.173970603	0.24140322	0.520932366
ARIH2OS	42.02752582	-0.383542613	0.319464466	0.042408739	0.19205735
ARIH2P1	0				
ARL1	2664.857146	-0.227965295	0.131581866	0.048593117	0.207738994
ARL10	2252.2577	1.00305991	0.208633625	1.38021E-07	1.769E-05
ARL11	0				
ARL13A	0.155814619	-0.000826376	0.273591127	0.972208005	
ARL13B	498.7728478	0.208536948	0.14166123	0.087637101	0.293107858
ARL14	0.046695068	0.010078798	0.274178408	0.880016398	
ARL14EP	696.5238242	-0.209745008	0.162346832	0.115624164	0.343548057
ARL14EPL	0.494073876	-0.00119333	0.274184385	0.982573934	
ARL14EPP1	0				
ARL15	274.9612247	-0.232027031	0.139113579	0.054538274	0.221771002
ARL16	920.735239	0.06373378	0.173954886	0.638929295	0.834099833
ARL17A	196.7126645	-0.137999087	0.252300553	0.319164941	0.603533015
ARL17B	110.4743495	0.025067506	0.204932969	0.856306245	0.938980469
ARL2	2920.982989	0.282723763	0.166415874	0.038796964	0.181506156
ARL2-SNX15	2.981559972	-0.024375826	0.27129081	0.621577871	0.824968293
ARL2BP	2413.258612	-0.444199762	0.172301085	0.002322591	0.028959763
ARL2BPP1	0				
ARL2BPP10	0				
ARL2BPP2	0				
ARL2BPP3	0				
ARL2BPP4	0				
ARL2BPP5	0				
ARL2BPP6	0				
ARL2BPP7	0				
ARL2BPP8	0				
ARL3	1660.225046	-0.028783749	0.130065259	0.798781455	0.913095173
ARL4A	513.8877113	-0.120620936	0.249483546	0.372340311	0.651039127
ARL4AP1	0				
ARL4AP2	1.111973009	-0.040243288	0.273179562	0.456770633	
ARL4AP3	0				
ARL4AP4	0				
ARL4AP5	0.865687462	-0.064035484	0.283806339	0.125700969	
ARL4C	6921.154889	0.115275882	0.258336957	0.38533605	0.66217682
ARL4D	1301.225872	-0.370625249	0.416081616	0.047577403	0.20503991
ARL5A	988.7861826	-0.066404303	0.123280173	0.546022754	0.778657404
ARL5AP1	0				
ARL5AP2	0				
ARL5AP3	0.112278781	0.010173015	0.274190657	0.880017105	
ARL5AP4	0				
