symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
AC114982.1	0				
AC114982.2	0				
AC115085.1	0				
AC115088.1	0				
AC115099.1	0				
AC115100.1	0				
AC115102.1	0				
AC115115.1	0				
AC115220.1	0.113158725	0.012920017	0.311871287	0.97164057	
AC115220.2	0.032938258	0.011251929	0.311764239	0.971089085	
AC115223.1	290.3307517	0.080423714	0.209102122	0.608008128	0.808596077
AC115282.1	0				
AC115282.2	0				
AC115284.1	1.569634423	-0.178706125	0.378258994	0.043782274	0.174347863
AC115284.2	7.518301805	0.309113678	0.470971535	0.05903156	0.210252907
AC115284.3	0				
AC115284.4	8.127496771	-0.05853935	0.298672164	0.573521901	0.788159178
AC115285.1	0				
AC115286.1	0				
AC115485.1	0				
AC115522.1	1.465355909	-0.026504556	0.301448777	0.746131226	0.888154245
AC115618.1	6.203700944	-0.03379426	0.265292734	0.809515715	0.917252926
AC115618.2	0				
AC115618.3	0				
AC115619.1	0				
AC115621.1	0				
AC115622.1	0				
AC115837.1	0				
AC115989.1	0				
AC115990.1	0				
AC116003.1	1.107744184	0.036628218	0.309465872	0.658020375	
AC116003.2	0				
AC116003.3	0.067604912	-0.014635717	0.312040952	0.824347748	
AC116021.1	3.075257461	-0.057234524	0.29470294	0.610243771	0.809920164
AC116025.1	0				
AC116025.2	0.409831837	0.020877681	0.310528713	0.629074774	
AC116035.1	0				
AC116036.1	0				
AC116036.2	3.022251483	0.09479951	0.297468806	0.456738246	0.703852791
AC116038.1	0				
AC116049.1	0				
AC116050.1	0				
AC116096.1	0				
AC116099.1	0				
AC116158.1	1.825671018	-0.04976517	0.302531405	0.582131099	0.793441678
AC116158.2	0				
AC116158.3	4.131967594	0.128416069	0.319798334	0.27414445	0.532253796
AC116165.1	0				
AC116165.2	0				
AC116165.3	0.091782289	-0.000486662	0.311046605	0.92576943	
AC116312.1	0.046695068	-0.01355116	0.311948987	0.824347748	
AC116317.1	0.666819788	-0.061908624	0.314817653	0.337673274	
AC116317.2	0.244845565	-0.017076206	0.311477555	0.658408113	
AC116337.1	0				
AC116337.2	0				
AC116337.3	0.374225178	-0.029146447	0.313248579	0.648691263	
AC116337.4	0.212826775	-0.014965659	0.31207039	0.822033682	
AC116345.1	0.338207641	0.051337158	0.316441233	0.396012342	
AC116345.2	0				
AC116345.3	0.052134167	-0.013884454	0.311975498	0.824347748	
AC116345.4	1.026421792	0.051498692	0.31285232	0.381234379	
AC116347.1	0				
AC116348.1	0.944560946	0.050929995	0.310623706	0.450230726	
AC116348.2	1.533560599	-0.037662513	0.306743875	0.591721988	0.799146582
AC116348.3	0.189343467	0.006843702	0.3111079	0.875265508	
AC116348.4	0				
AC116350.1	0				
AC116351.1	1.378330586	-0.150101231	0.363478945	0.008902823	0.060421681
AC116351.2	1.952106538	-0.305854032	0.521299985	0.025110955	0.120737476
AC116353.1	0				
AC116353.2	0				
AC116353.3	0				
AC116353.4	0				
AC116353.5	0.070336309	-0.001603284	0.311888577	0.926015701	
AC116353.6	0.615173741	0.018978494	0.310548118	0.743600689	
AC116359.1	0				
AC116361.1	0				
AC116362.1	0.497225107	0.005753504	0.307323522	0.95302963	
AC116362.2	0				
AC116366.1	158.3438664	0.06395874	0.308771196	0.453125819	0.701473946
AC116407.1	4.389840603	-0.110033713	0.316336098	0.305251745	0.563942853
AC116407.2	6.262363609	-0.070975752	0.278502053	0.603619801	0.806551852
AC116407.3	0				
AC116407.4	3.579901421	0.152613519	0.312492892	0.285311453	0.543357041
AC116424.1	0				
AC116428.1	0.217229981	0.019871785	0.312564327	0.648788936	
AC116447.1	2.89056871	-0.070223256	0.301496724	0.503746447	0.740805675
AC116456.1	0				
AC116456.2	0				
AC116533.1	5556.014554	-0.086325731	0.186584058	0.580297251	0.792182972
AC116534.1	0				
AC116535.1	1.313968385	0.051864997	0.29881517	0.608107175	
AC116552.1	5.288470588	0.290408496	0.505272786	0.023105168	0.1146948
AC116553.1	0				
AC116553.2	0				
AC116562.1	0				
AC116562.2	0.050658617	-0.001575288	0.311889792	0.926015701	
AC116562.3	2.231980633	0.002764151	0.295428858	0.976955682	0.992092327
AC116563.1	0.382833489	0.035196747	0.312032311	0.501832642	
AC116563.2	0.664712438	0.052761127	0.31509981	0.280776835	
AC116565.1	0.032938258	0.011251929	0.311764239	0.971089085	
AC116609.1	0.578606495	-0.012047144	0.31059249	0.763739916	
AC116609.2	0.046695068	-0.01355116	0.311948987	0.824347748	
AC116611.1	0				
AC116612.1	0				
AC116616.1	0				
AC116634.1	0				
AC116651.1	1.363937889	-0.041291401	0.303895642	0.613276246	0.81135178
AC116655.1	0				
AC116666.1	0				
AC116667.1	13.30920307	-0.017886531	0.267585573	0.893797883	0.956669291
AC116667.2	0				
AC116903.1	0				
AC116903.2	0				
AC116913.1	15.76017545	1.103871404	0.423876091	0.000626728	0.009092322
AC116913.2	0				
AC116914.1	0.225062915	-0.002389937	0.31051794	0.911679598	
AC116914.2	0				
AC116917.1	0				
AC117372.1	0				
AC117373.1	0				
AC117373.2	0				
AC117377.1	0				
AC117378.1	4.611745119	-0.091761966	0.332081989	0.00485199	0.039564101
AC117382.1	0.894221927	0.027432744	0.309689149	0.590131432	
AC117382.2	0.235151806	0.030114594	0.312956181	0.697166909	
AC117383.1	0.262983424	0.008009194	0.310555203	0.886979928	
AC117383.2	0.068965282	0.0138549	0.311931902	0.971089085	
AC117386.1	0				
AC117386.2	0.053061726	-0.01395112	0.311980852	0.823409573	
AC117392.1	0				
AC117394.1	0				
AC117394.2	0.082949501	0.010459075	0.311719752	0.969012272	
AC117395.1	0.731384693	0.046911577	0.31096759	0.441852215	
AC117415.1	0.046695068	-0.01355116	0.311948987	0.824347748	
AC117415.2	0				
AC117422.1	0				
AC117430.1	0				
AC117434.1	0				
AC117435.1	0				
AC117440.1	0				
AC117453.1	1.628817745	-0.042535486	0.30720208	0.56294087	0.781127657
AC117454.1	0				
AC117457.1	0.266811749	0.010881988	0.31138297	0.788590635	
AC117460.1	0				
AC117461.1	0				
AC117462.1	0				
AC117464.1	0.115920309	0.011326018	0.311766562	0.971417829	
AC117465.1	0				
AC117469.1	0				
AC117470.1	0				
AC117473.1	0				
AC117480.1	0				
AC117481.1	0				
AC117482.1	0				
AC117488.1	0.133826852	0.005297448	0.31106923	0.970197718	
AC117489.1	31.6246177	-0.232881449	0.260193798	0.181349262	0.422838788
AC117490.1	0				
AC117490.2	1.340672474	0.048248787	0.304915657	0.566231745	
AC117498.1	0.256284791	-0.004576449	0.310385341	0.890837419	
AC117498.2	1.552061045	-0.117907336	0.326250305	0.233151427	0.487204963
AC117500.1	0.044449292	-0.001557871	0.311890209	0.926015701	
AC117500.2	0				
AC117500.3	0				
AC117500.4	0				
AC117500.5	0				
AC117500.6	0				
AC117503.1	0				
AC117503.2	1.665474196	-0.020437003	0.301313963	0.797030307	0.911923453
AC117503.3	2.00653868	0.063224815	0.306416041	0.482609299	0.724501064
AC117503.4	0.106539097	-0.003794135	0.311104185	0.925037455	
AC117503.5	0				
AC117505.1	0				
AC117509.1	0.651823939	-0.027315791	0.310609663	0.655901605	
AC117522.1	0				
AC117522.2	0				
AC117522.3	0				
AC117525.1	0				
AC117528.1	0.278257774	-0.018621274	0.31159093	0.67645761	
AC117529.1	0				
AC117529.2	0				
AC117532.1	0				
AC117569.1	0				
AC117569.2	0				
AC117834.1	0				
AC117834.2	0				
AC117944.1	0				
AC117945.1	0				
AC117945.2	0				
AC118273.1	0				
AC118273.2	0				
AC118282.1	0				
AC118282.2	0.044449292	-0.001557871	0.311890209	0.926015701	
AC118282.3	0				
AC118282.4	0.065741063	0.013710145	0.311920428	0.971089085	
AC118344.1	8.644917533	-0.060443022	0.287123341	0.62318303	0.81775068
AC118344.2	32.82319273	0.086692931	0.287738732	0.516786654	0.750219405
AC118345.1	0				
AC118469.1	0				
AC118469.2	0.13054647	-0.01465802	0.312042673	0.822791068	
AC118470.1	0				
AC118553.1	9.726074926	-0.120221046	0.289083687	0.409957251	0.663082438
AC118553.2	79.71077006	0.274793732	0.312624369	0.13472647	0.352361537
AC118555.1	0				
AC118650.1	0				
AC118653.1	0				
AC118658.1	1.044311704	0.025466452	0.307644973	0.642133617	
AC118754.1	0				
AC118754.2	0				
AC118755.1	0				
AC118755.2	0.070671829	-0.001606658	0.31188858	0.926015701	
AC118757.1	0.509536982	-0.002038415	0.309266424	0.953864074	
AC118758.1	0				
AC118758.2	3.831935554	0.046500709	0.296824171	0.650634973	0.834649328
AC118942.1	0.197926754	-0.009979542	0.311363619	0.745942891	
AC119150.1	0				
AC119150.2	0				
AC119396.1	1.247483604	-0.218538127	0.414038408	0.035086382	
AC119403.1	8.655270667	0.016301743	0.268030154	0.907166894	0.962451865
AC119403.2	0.052134167	-0.013884454	0.311975498	0.824347748	
AC119424.1	0.107390935	0.016727735	0.312174039	0.866033579	
AC119427.1	0				
AC119427.2	0				
AC119428.1	0				
AC119428.2	0				
AC119501.1	0				
AC119619.1	0				
AC119673.1	0				
AC119673.2	141.2709509	0.012405583	0.304789798	0.858707344	0.941020877
AC119674.1	1.692631044	0.147528445	0.347712507	0.122497393	0.331743699
AC119674.2	11.51040455	0.189925248	0.353337047	0.159548565	0.389537587
AC119676.1	0				
AC119677.1	0				
AC119733.1	0				
AC119740.1	0				
AC119744.1	0				
AC119749.1	0				
AC119751.1	0.08418878	-0.015339692	0.312106759	0.824347748	
AC119751.2	0				
AC119751.3	0.521022152	0.025413797	0.309285977	0.61573966	
AC119751.4	0				
AC119751.5	0				
AC119751.6	0				
AC119751.7	0				
AC119751.8	0				
AC119800.1	1.334081156	-0.059249734	0.312484903	0.354483262	
AC119868.1	0				
AC119868.2	0				
AC120024.1	1.806845688	0.329192756	0.578812945	0.020510382	0.106291205
AC120024.2	0				
AC120024.3	0				
AC120024.4	0				
AC120036.1	0				
AC120036.2	0				
AC120036.3	1.119605262	-0.129910159	0.338791044	0.129426649	
AC120036.4	11.49093036	-0.077022743	0.276874463	0.579455476	0.791576472
AC120036.5	0				
AC120042.1	0				
AC120042.2	0				
AC120045.1	0				
AC120045.2	0				
AC120053.1	17.76677624	-0.299647535	0.359257603	0.1092854	0.30797812
AC120057.1	0				
AC120057.2	0				
AC120057.3	3.463857904	-0.151366734	0.314826834	0.279975416	0.538195205
AC120057.4	8.213111605	-0.154806326	0.298790684	0.307765651	0.566491869
AC120114.1	15.35519111	-0.018226094	0.263699457	0.895369021	0.957625113
AC120114.2	3.709897362	0.126197823	0.307345342	0.341858238	0.601838043
AC120114.3	24.29098846	0.465911104	0.445944195	0.039117219	0.161599257
AC120114.4	37.72351851	-0.187972629	0.265075572	0.267659316	0.525302379
AC120193.1	0.128369467	-0.01436001	0.312016154	0.815708366	
AC120194.1	0				
AC120338.1	0				
AC120349.1	0				
AC120349.2	0				
AC120349.3	0				
AC120498.1	0				
AC120498.10	0				
AC120498.2	0				
AC120498.3	0				
AC120498.4	0				
AC120498.5	0				
AC120498.6	0				
AC120498.7	0				
AC120498.8	1.40060781	-0.105965591	0.324536309	0.229278387	0.482216597
AC120498.9	1.437794971	-0.020890995	0.298879637	0.808393553	0.916839236
AC121154.1	0				
AC121161.1	0				
AC121161.2	0				
AC121247.1	16.219922	-0.378395143	0.426959767	0.062035094	0.216642618
AC121247.2	0				
AC121251.1	0				
AC121320.1	0.115205238	0.017010058	0.312204622	0.869366955	
AC121333.1	0				
AC121334.1	0.070807991	0.015190713	0.312019395	0.871936217	
AC121334.2	0				
AC121334.3	0				
AC121334.4	0				
AC121336.1	0				
AC121338.1	0.045083047	0.012384388	0.311828219	0.971089085	
AC121338.2	2.464492969	-0.00149755	0.291413431	0.987333366	0.995591201
AC121342.1	0				
AC121343.1	0				
AC121493.1	0.635702446	-0.004113357	0.304858046	0.949599991	
AC121757.1	0.654029624	0.041402503	0.31407022	0.282403252	
AC121757.2	1.542487625	0.037856425	0.311133683	0.46292675	0.709025106
AC121758.1	0				
AC121758.2	0.052134167	-0.013884454	0.311975498	0.824347748	
AC121758.3	0				
AC121758.4	0				
AC121761.1	16.92979377	0.178027751	0.308113241	0.258685324	0.516435166
AC121761.2	7.065657573	0.924712955	0.563404606	0.006465848	0.048322253
AC121764.1	0				
AC121764.2	0				
AC121764.3	0.032938258	0.011251929	0.311764239	0.971089085	
AC122108.1	0.096953005	0.016399488	0.312138526	0.866033579	
AC122108.2	0				
AC122129.1	0.224393349	-0.019528991	0.31262563	0.570155629	
AC122129.2	0				
AC122134.1	0.392877092	0.029277357	0.311197426	0.607741322	
AC122136.1	0.045083047	0.012384388	0.311828219	0.971089085	
AC122138.1	0				
AC122179.1	0				
AC122683.1	0				
AC122685.1	0				
AC122688.1	0				
AC122688.2	0				
AC122688.3	38.42048116	0.03726048	0.253560792	0.804579178	0.915309191
AC122688.4	0.070336309	-0.001603284	0.311888577	0.926015701	
AC122688.5	0				
AC122694.1	0				
AC122697.1	0.114780033	-0.001678796	0.311886036	0.92601499	
AC122707.1	0				
AC122710.1	0				
AC122710.2	0.158206055	-0.002595337	0.311082196	0.925525032	
AC122713.1	0.070671829	-0.001606658	0.31188858	0.926015701	
AC122713.2	0				
AC122714.1	0				
AC122714.2	0				
AC122718.1	0.604749009	0.030986823	0.309250652	0.591353745	
AC122718.2	0.477747117	-0.023216573	0.312390914	0.76304893	
AC122719.1	0.060138196	-0.014328792	0.312012723	0.824347748	
AC122719.2	0				
AC122719.3	1.321609423	-0.070506715	0.312249426	0.377691462	
AC123023.1	0				
AC123023.2	0				
AC123512.1	0				
AC123567.1	0				
AC123567.2	0.84811788	0.070980907	0.318596101	0.321780567	
AC123595.1	0.083202701	0.010807706	0.311737426	0.971894949	
AC123595.2	0.949206566	-0.05435418	0.308947793	0.476702727	
AC123767.1	0				
AC123768.1	5.913128612	0.224917212	0.354097332	0.156144031	0.384639441
AC123768.2	9.349956892	0.259378116	0.337968167	0.14052681	0.361182483
AC123768.3	23.64513323	0.176835241	0.302119117	0.263156102	0.521095781
AC123768.4	1.28418007	-0.113445706	0.331385907	0.14947664	
AC123769.1	0				
AC123777.1	0				
AC123784.1	0				
AC123786.1	0				
AC123786.2	0				
AC123786.3	0				
AC123788.1	0				
AC123788.2	0				
AC123900.1	0				
AC123904.1	0				
AC123904.2	0				
AC123904.3	0				
AC123905.1	0				
AC123912.1	1.217137339	-0.005396147	0.29960002	0.948130641	
AC123912.2	0				
AC123912.3	0				
AC123912.4	0.171018382	0.013758234	0.311917445	0.882916047	
AC123912.5	0				
AC123912.6	0				
AC124014.1	0				
AC124016.1	7.032060741	0.544684792	0.659279205	0.028454369	0.131103833
AC124017.1	0.722676361	0.083737453	0.320819678	0.239110501	
AC124045.1	31.96444233	1.49230695	0.304068442	6.34877E-08	9.44571E-06
AC124057.1	0.052134167	-0.013884454	0.311975498	0.824347748	
AC124066.1	0.089579021	0.011506047	0.311776596	0.970020143	
AC124067.1	0				
AC124067.2	3.289506348	-0.104916082	0.31589645	0.309005764	0.567827866
AC124067.3	0.092509165	0.001443991	0.311052075	0.94089373	
AC124067.4	0				
AC124068.1	0.789824171	-0.046313183	0.307625459	0.537513644	
AC124068.2	3.173239575	-0.081290045	0.301469187	0.472451406	0.715810903
AC124069.1	0				
AC124076.1	0				
AC124242.1	14.83655636	0.430013047	0.493451729	0.046249939	0.180873539
AC124242.2	0				
AC124242.3	1.731484929	-0.028059871	0.30099623	0.740914827	0.885763504
AC124248.1	0				
AC124248.2	0				
AC124254.1	0				
AC124254.2	0				
AC124276.1	0.224205569	-0.010725501	0.310891411	0.797343409	
AC124276.2	0.781368658	-0.11924582	0.33979141	0.080155832	
AC124283.1	1.645082771	0.042605526	0.299594945	0.654796499	0.837325265
AC124283.2	0.063907314	-0.001595845	0.311888942	0.926015702	
AC124283.3	1.2301601	0.08786678	0.318022578	0.284116709	
AC124283.4	0.112737232	-0.002753314	0.311075543	0.925794668	
AC124283.5	0.957402697	-0.021112018	0.302415511	0.782160831	
AC124290.1	2.559273935	1.514770916	1.426671767	0.007241298	0.052172218
AC124290.2	0				
AC124290.3	0				
AC124293.1	0.050658617	-0.001575288	0.311889792	0.926015701	
AC124301.1	0				
AC124303.1	0.050658617	-0.001575288	0.311889792	0.926015701	
AC124312.1	1.896879781	0.078474281	0.319391298	0.234502138	0.489150427
AC124312.2	0				
AC124312.3	10.58671891	0.073899312	0.309079131	0.423724308	0.675850227
AC124312.4	0				
AC124312.5	0				
AC124319.1	0.204184556	0.012637292	0.311129305	0.843550063	
AC124319.2	2.383548945	0.182163204	0.351215609	0.159754822	0.389757821
AC124319.3	0.69902388	0.032479695	0.311622429	0.474788317	
AC124784.1	0.117141551	-0.00168018	0.311885916	0.92601499	
AC124798.1	38.15890272	0.566486007	0.458194861	0.022772039	0.113497704
AC124798.2	0				
AC124798.3	0				
AC124804.1	0				
AC124852.1	1.811841703	0.065293633	0.316112516	0.285527381	0.543618915
AC124854.1	2.086289114	-0.008492125	0.303931365	0.901729059	0.960354118
AC124856.1	0.446894715	0.010672992	0.308383496	0.930390469	
AC124861.1	0				
AC124861.2	0				
AC124861.3	0				
AC124862.1	0.177311327	0.005567111	0.311076278	0.967616968	
AC124864.1	0				
AC124864.2	0				
AC124891.1	0				
AC124893.1	0				
AC124916.1	0.244361903	0.021495326	0.312304575	0.839170128	
AC124916.2	0				
AC124944.1	0.050134399	-0.013754531	0.311964962	0.826429406	
AC124944.2	24.45071077	0.197913403	0.312317143	0.224618195	0.477308083
AC124944.3	0.151192948	0.011217387	0.31176101	0.971339453	
AC124945.1	0				
AC124947.1	4.100926794	-0.047665105	0.292552466	0.660795943	0.841100497
AC124947.2	0				
AC125238.1	0				
AC125238.2	0				
AC125257.1	124.5181098	0.286506073	0.302892194	0.124072523	0.333905501
AC125257.2	0.507948123	-0.024761126	0.308063138	0.689865453	
AC125336.1	0				
AC125388.1	0.126114854	-0.001180216	0.31104925	0.913696586	
AC125421.1	0				
AC125421.2	0				
AC125437.1	9.784165921	0.217129374	0.317036777	0.198195459	0.444298391
AC125437.2	0.294406489	0.002682173	0.310341277	0.947261887	
AC125437.3	0				
AC125494.1	4.553155996	-0.009374045	0.267870425	0.944760844	0.97745537
AC125494.2	8.560238041	0.264388405	0.339306477	0.136996144	0.355637311
AC125494.3	0				
AC125603.1	0				
AC125603.2	0				
AC125603.3	0.145978503	0.011436191	0.311773796	0.972169605	
AC125603.4	0.052134167	-0.013884454	0.311975498	0.824347748	
AC125611.1	0				
AC125611.2	0.736294654	0.020091323	0.306946944	0.739693359	
AC125611.3	9.688100436	-1.091037334	1.017503699	0.007614044	0.0541082
AC125611.4	0.050658617	-0.001575288	0.311889792	0.926015701	
AC125612.1	0.233964757	0.016523111	0.312191025	0.866201845	
AC125613.1	0				
AC125613.2	0				
AC125616.1	0				
AC125618.1	0.872433294	0.008487521	0.30265466	0.911603979	
AC125634.1	0.088898585	-0.001647166	0.311886985	0.92601499	
AC125793.1	0				
AC125807.1	2.494626945	0.017245603	0.286017836	0.881848609	0.950638239
AC125807.2	108.5074678	0.18912694	0.267590905	0.265621473	0.523478066
AC126118.1	3.190198043	-0.148431188	0.32282008	0.254299561	0.51132907
AC126120.1	0.423843882	-0.009578891	0.308696004	0.841218178	
AC126121.1	0				
AC126121.2	0				
AC126121.3	0.151876845	0.003347549	0.311007936	0.95790075	
AC126124.1	0				
AC126124.2	0				
AC126172.1	0				
AC126175.1	0				
AC126175.2	0.090166093	0.016140682	0.312111253	0.866033579	
AC126177.1	0				
AC126177.2	0				
AC126177.3	0				
AC126177.4	0				
AC126177.5	0				
AC126177.6	0.156892619	0.001153228	0.311062111	0.924012494	
AC126178.1	0.550924192	0.050281427	0.31324124	0.367558537	
AC126182.1	0				
AC126182.2	0.269276928	-0.020877287	0.312292115	0.782742045	
AC126182.3	1.288387418	0.039569732	0.311340803	0.545705949	
AC126283.1	3.336823236	0.056863751	0.313863407	0.334511135	0.594538067
AC126323.1	0.052134167	-0.013884454	0.311975498	0.824347748	
AC126323.2	0				
AC126323.3	0				
AC126323.4	0				
AC126323.5	0				
AC126323.6	0				
AC126335.1	0.097079658	-0.00081181	0.311047834	0.928400192	
AC126335.2	0				
AC126365.1	0.302308805	0.00283262	0.31026885	0.907725752	
AC126365.2	0				
AC126389.1	0.213390878	0.016314378	0.312160801	0.786799419	
AC126407.1	0				
AC126468.1	0				
AC126471.1	0				
AC126474.1	9.156721501	0.09634373	0.281268173	0.502787558	0.740329711
AC126474.2	122.4494027	0.318889905	0.264327373	0.084116519	0.262432532
AC126544.1	0.671284044	-0.021986949	0.307535402	0.710523484	
AC126544.2	1.366393677	0.002341502	0.310068296	0.945618212	0.977730733
AC126564.1	0				
AC126614.1	0.695015948	0.006436486	0.305620896	0.906126469	
AC126615.1	0.063993056	-0.001600221	0.311888968	0.926015701	
AC126615.2	0				
AC126696.1	0.135209824	-0.017858871	0.312381196	0.725547051	
AC126696.2	0				
AC126696.3	1.40083929	0.022982144	0.306207185	0.719349101	0.87589037
AC126755.1	5.380624748	0.136003839	0.351305349	0.039342912	0.162307888
AC126755.3	0				
AC126755.4	0				
AC126755.5	228.3001507	0.063391237	0.290541848	0.603826832	0.806666197
AC126763.1	2.677032101	0.2036208	0.407877999	0.014728534	0.084883295
AC126768.1	0				
AC126768.2	4.653651948	0.031838105	0.285349008	0.787585243	0.908149466
AC126768.3	0.070671829	-0.001606658	0.31188858	0.926015701	
AC126773.1	0				
AC126773.2	0				
AC126773.3	0				
AC126773.4	0				
AC126773.5	0.063993056	-0.001600221	0.311888968	0.926015701	
AC126773.6	1.855608696	-0.030902773	0.30449995	0.677007023	0.85079095
AC126915.1	0				
AC126915.2	0				
AC126915.3	0				
AC127002.1	0				
AC127002.2	0				
AC127024.1	0.144140682	-0.003785348	0.311112418	0.923363729	
AC127024.2	0.886099161	0.072805362	0.315443713	0.288703619	
AC127024.3	0.063802279	-0.014508138	0.312028492	0.824347748	
AC127024.4	0.048476503	0.012586314	0.311841329	0.971089085	
AC127024.5	6.280185447	0.42813427	0.474800182	0.049479547	0.18868968
AC127024.6	1.465247251	0.084951709	0.320091127	0.249270982	0.505774897
AC127024.7	1.443499761	-0.058862347	0.314550724	0.308767603	0.567638839
AC127024.8	1.870776981	0.040867681	0.294062754	0.700501324	0.866386248
AC127029.1	0				
AC127029.2	0				
AC127029.3	0				
AC127035.1	2.13755092	-0.050801964	0.299975779	0.606824968	0.807790734
AC127070.1	3.342240594	-0.03386294	0.281280663	0.786893616	0.908053271
AC127070.2	7.546600833	-0.167305706	0.313464453	0.266078493	0.524001709
AC127070.3	0				
AC127070.4	6.150870396	0.111619543	0.297005831	0.407357399	0.660652766
AC127071.1	0				
AC127071.2	0				
AC127164.1	0				
AC127381.1	0				
AC127381.2	0				
AC127391.1	0				
AC127455.1	0				
AC127459.1	28.49978085	0.005489973	0.310037096	0.91984624	0.967293319
AC127459.2	0				
AC127459.3	0				
AC127496.1	3.733930624	-0.000504112	0.301046757	0.993568903	0.99742013
AC127496.2	0				
AC127496.3	0				
AC127496.4	0				
AC127496.5	1.468834167	0.040374699	0.299606973	0.654267616	0.837185453
AC127496.6	0.479015651	0.048163851	0.31370829	0.448901835	
AC127496.7	37.04939263	-0.064832712	0.225151732	0.679814036	0.851804435
AC127502.1	54.38647416	-0.01243172	0.226742867	0.934599976	0.974212048
AC127502.2	157.8890717	-0.02395512	0.24610724	0.870942943	0.946420153
AC127502.3	2.781076334	0.10290928	0.331039993	0.112817966	0.315198326
AC127520.1	0				
AC127521.1	0				
AC127522.1	0				
AC127526.1	0.070336309	-0.001603284	0.311888577	0.926015701	
AC127526.2	0				
AC127526.3	0				
AC127526.4	0.147902257	-0.006714112	0.311160891	0.826891587	
AC127526.5	0				
AC127537.1	1.499181958	-0.075860436	0.312610824	0.373348687	0.63060457
AC127540.1	0.666397421	0.036194773	0.312386518	0.449708134	
AC127540.2	2.445509683	-0.028952566	0.306336459	0.665719316	0.844380276
AC127894.1	0.038652561	0.011815381	0.311794451	0.971089085	
AC128657.1	0				
AC128676.1	0				
AC128677.1	0				
AC128685.1	0				
AC128687.1	0				
AC128687.2	0.065876517	0.0149195	0.311994945	0.873178595	
AC128687.3	0				
AC128688.1	0.114066757	-0.014620507	0.312039116	0.826128992	
AC128707.1	0				
AC128709.1	0.16584227	0.011303841	0.311766184	0.970035134	
AC128709.2	0.063993056	-0.001600221	0.311888968	0.926015701	
AC128709.3	0				
AC128713.1	0				
AC128714.1	0				
AC128716.1	0				
AC129102.1	0				
AC129492.1	0.956467445	-0.055920036	0.319008807	0.07511423	
AC129492.2	0				
AC129492.3	58.7799215	0.053568356	0.218889363	0.734935124	0.88306713
AC129492.4	0.210178346	0.008248692	0.310879813	0.965373564	
AC129492.5	0.454004542	0.046298888	0.315878293	0.354950828	
AC129492.6	1.333700906	0.286434547	0.517314654	0.008995348	
AC129502.1	0.164481804	0.018720026	0.312407133	0.740302705	
AC129507.1	0.186223182	0.003802665	0.311036556	0.982145597	
AC129507.2	0				
AC129507.3	0				
AC129507.4	0				
AC129510.1	0				
AC129510.2	0				
AC129778.1	0				
AC129803.1	0.970370651	0.099688836	0.326435984	0.174868925	
AC129807.1	0.061720482	0.014613146	0.311968796	0.881900202	
AC129850.1	0				
AC129908.1	0				
AC129915.3	0				
AC129926.1	0				
AC129926.2	0				
AC130289.1	0				
AC130289.2	0				
AC130304.1	0.956106214	-0.049323182	0.312752408	0.394552717	
AC130307.1	0				
AC130324.1	1.115405177	0.064998277	0.315302433	0.303154913	
AC130324.2	0.169304	0.010190519	0.311051596	0.864308799	
AC130324.3	3.099882393	-0.036523142	0.294859303	0.720236506	0.87589037
AC130343.1	0.067604912	-0.014635717	0.312040952	0.824347748	
AC130343.2	1.367067518	-0.028585817	0.301206409	0.737708099	0.884473939
AC130352.1	2.230529025	0.016580416	0.296071954	0.862551714	0.942866226
AC130360.1	0.032938258	0.011251929	0.311764239	0.971089085	
AC130364.1	0				
AC130364.2	0				
AC130365.1	0				
AC130366.1	0				
AC130371.1	0				
AC130371.2	32.54296969	1.679190707	0.599338801	0.000216967	0.004233976
AC130404.1	0				
AC130404.2	0				
AC130415.1	0.330632035	-0.01171419	0.310861273	0.771666703	
AC130448.1	0.044449292	-0.001557871	0.311890209	0.926015701	
AC130448.2	0				
AC130454.1	0				
AC130456.1	0				
AC130456.2	0				
AC130456.3	0				
AC130456.4	0				
AC130456.5	0.233354275	-0.018766392	0.312509453	0.644466884	
AC130456.6	0				
AC130456.7	0				
AC130462.1	0.153154061	-0.001356787	0.311052562	0.926017836	
AC130462.2	0.184631193	0.006649456	0.310870671	0.964605218	
AC130464.1	0				
AC130466.1	0				
AC130467.1	0.302545819	0.009248813	0.310217733	0.95836565	
AC130469.1	0.044449292	-0.001557871	0.311890209	0.926015701	
AC130509.1	0				
AC130650.1	0				
AC130650.2	5.656423206	0.046220822	0.281912006	0.720121179	0.87589037
AC130651.1	0				
AC130686.1	0.215760435	-0.013025346	0.311206075	0.791591525	
AC130689.1	0.160216205	-0.002788208	0.311085428	0.925981438	
AC130709.1	0				
AC130710.1	0				
AC130814.1	0.060138196	-0.014328792	0.312012723	0.824347748	
AC130888.1	0.107433922	0.01077553	0.311735952	0.971596629	
AC130895.1	0.397146657	-0.007193378	0.309630344	0.870163127	
AC131009.1	3.033681654	-0.08807765	0.305336201	0.427302299	0.678969721
AC131009.2	1.995209301	0.101768904	0.323940039	0.22491645	0.477657147
AC131009.3	3.66101941	-0.018757488	0.281302581	0.874134789	0.947483704
AC131009.4	3.638820096	0.18557204	0.376256921	0.069371095	0.233539598
AC131011.1	0.469367571	0.030853645	0.312978426	0.424509742	
AC131025.1	0.210179061	-0.001764333	0.311883151	0.92601386	
AC131025.2	0				
