symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
AC092377.1	0				
AC092378.1	0				
AC092384.1	0.090166093	0.035977178	0.463649474	0.84887394	
AC092384.2	0				
AC092384.3	0.032938258	0.025256633	0.462491135	0.95367378	
AC092393.1	0				
AC092418.1	0.218061687	-0.003807887	0.462844783	0.943390283	
AC092418.2	0.800610036	0.049027559	0.44485287	0.726057987	
AC092421.1	0				
AC092422.1	0.038652561	0.026466848	0.462590564	0.95367378	
AC092423.1	0				
AC092427.1	0.07994813	0.022998895	0.46230732	0.95478201	
AC092428.1	2.890730397	0.042267328	0.390651952	0.843889019	0.915538419
AC092431.1	0.045083047	0.027660101	0.462698979	0.95367378	
AC092435.1	0				
AC092435.2	0				
AC092435.3	0				
AC092435.4	0				
AC092436.1	0				
AC092436.2	0				
AC092437.1	11.40999607	-0.205683677	0.324880279	0.386465328	0.577981293
AC092440.1	0				
AC092442.1	0				
AC092445.1	1.974815642	-0.678480347	0.908613352	0.038342375	0.118167581
AC092447.1	0.045083047	0.027660101	0.462698979	0.95367378	
AC092447.10	0				
AC092447.2	0.172259512	-0.007495237	0.46029953	0.939480792	
AC092447.3	0				
AC092447.4	0				
AC092447.5	0.090166093	0.035977178	0.463649474	0.84887394	
AC092447.6	0				
AC092447.7	0.240400783	-0.008470271	0.459965099	0.910518153	
AC092447.8	0				
AC092447.9	0				
AC092448.1	0				
AC092451.1	0.12374477	-0.03325951	0.463494005	0.839168933	
AC092451.2	0				
AC092468.1	0				
AC092470.1	0				
AC092471.1	0.777453133	0.116748075	0.469415818	0.328950361	
AC092471.2	0				
AC092473.1	0				
AC092473.2	0.071633778	0.034011994	0.463361392	0.853603308	
AC092484.1	0				
AC092490.1	13.79647419	-0.31902566	0.554702703	0.119084106	0.265519559
AC092490.2	0				
AC092490.3	0				
AC092506.1	0.632861531	-0.021863729	0.451898058	0.840263414	
AC092535.1	0				
AC092535.2	0.284453216	0.075478851	0.468063392	0.641061233	
AC092535.3	0.740752633	0.102943602	0.460631233	0.397184319	
AC092535.4	0				
AC092535.5	1.785733039	0.200781669	0.468989021	0.297095833	0.490161961
AC092542.1	0				
AC092546.1	0				
AC092552.1	0				
AC092567.1	0				
AC092567.2	0				
AC092569.1	0				
AC092570.1	0				
AC092573.1	0.052907202	-0.03051381	0.463133265	0.841398523	
AC092574.1	1.815191762	0.126837622	0.436494195	0.497361243	0.676177174
AC092574.2	0				
AC092580.1	0				
AC092580.2	0				
AC092580.3	0				
AC092580.4	0				
AC092587.1	2.979897922	-0.296770511	0.542716182	0.130565244	0.282864758
AC092590.1	0				
AC092593.1	0				
AC092593.2	0				
AC092596.1	0				
AC092597.1	3.183921062	-0.020162225	0.392031204	0.920992872	0.958974413
AC092598.1	1.551339683	0.102436462	0.43445841	0.563780453	0.728173979
AC092601.1	0				
AC092604.1	0				
AC092608.1	0				
AC092608.2	0				
AC092608.3	0				
AC092610.1	0				
AC092611.1	0.379417954	-0.101525284	0.475777521	0.352049639	
AC092612.1	0.044449292	-0.029323132	0.462996558	0.841398523	
AC092614.1	8.386049362	-0.552529682	0.518680843	0.066990634	0.177870579
AC092617.1	0				
AC092620.1	0.251694536	0.00421297	0.46001582	0.972479009	
AC092620.2	0.066290599	-0.003454768	0.462863374	0.943391951	
AC092623.1	0				
AC092625.1	0				
AC092628.1	0				
AC092628.2	0				
AC092630.1	0				
AC092634.1	0				
AC092634.2	0				
AC092634.3	0.753193742	-0.067642295	0.445064111	0.60675807	
AC092634.4	0.162386092	0.015645931	0.460374357	0.879554446	
AC092634.5	0				
AC092634.6	0				
AC092634.7	0				
AC092634.8	0				
AC092636.1	0.285526349	-0.003895143	0.462840037	0.942811726	
AC092637.1	0				
AC092639.1	0				
AC092640.1	0.046695068	-0.00318502	0.462865579	0.94339197	
AC092645.1	32.80966292	-0.061861039	0.3534471	0.787056398	0.882758767
AC092645.2	0.045853408	-0.029743896	0.46304	0.839736506	
AC092647.1	0.091801618	-0.004956397	0.460192284	0.941736877	
AC092647.2	0.068965282	0.030983705	0.463053823	0.95367378	
AC092647.3	0				
AC092647.4	0				
AC092647.5	11.06492977	-0.062567461	0.384860498	0.770757099	0.873247004
AC092648.1	0				
AC092650.1	1.037563075	-0.066979304	0.436816778	0.671285285	0.807732784
AC092651.1	0				
AC092651.2	0				
AC092652.1	0.330288142	-0.012188046	0.457906221	0.903895025	
AC092652.2	0				
AC092653.1	1.363702834	-0.07555655	0.43372565	0.650177847	0.793431926
AC092653.2	0.435762258	0.014271187	0.45124678	0.894791235	
AC092654.1	0				
AC092656.1	1.226142059	-0.060604064	0.440415289	0.687148074	0.818631641
AC092658.1	0				
AC092660.1	0				
AC092661.1	0.542015606	-0.017951249	0.448755789	0.870286772	
AC092666.1	0				
AC092666.2	0				
AC092667.1	6.459338141	-0.582351615	0.665128212	0.053357543	0.15077034
AC092669.1	0				
AC092670.1	0				
AC092673.1	0				
AC092674.1	0				
AC092675.1	2.648795796	-0.198731265	0.456582902	0.327405694	0.521857681
AC092675.2	0				
AC092681.1	0.048476503	0.028226493	0.462753934	0.95367378	
AC092681.2	0				
AC092681.3	0				
AC092683.1	106.9897677	-0.264527196	0.366901106	0.286350522	0.478700503
AC092683.2	0				
AC092685.1	0.052899043	-0.030513972	0.463133252	0.841406767	
AC092687.1	0				
AC092687.2	0				
AC092687.3	20.52998181	0.692223304	0.389755279	0.017287598	0.066484843
AC092691.1	0.688592322	0.060959481	0.464030655	0.418315236	
AC092691.2	0				
AC092691.3	0				
AC092692.1	0.756492817	0.06098405	0.452233814	0.64437912	
AC092701.1	0				
AC092718.1	0.108527704	-0.037742963	0.464161452	0.742001899	
AC092718.2	103.6473888	0.421808268	0.191459906	0.015748967	0.062115333
AC092718.3	9.678897764	0.038281081	0.459299796	0.611535838	0.765056742
AC092718.4	0				
AC092718.5	0.23197742	-0.011414565	0.45939212	0.933835619	
AC092718.6	2.2620218	0.078239665	0.407549689	0.703385594	0.829645038
AC092718.7	3.59315849	0.120059084	0.394150083	0.588516134	0.747750988
AC092718.8	0				
AC092720.1	0.525119644	-0.112787753	0.462764529	0.381437339	
AC092720.2	0				
AC092720.3	1.34669103	0.418718444	0.647198337	0.069490618	0.182631699
AC092723.1	0				
AC092723.2	0				
AC092723.3	0				
AC092723.4	0				
AC092723.5	0				
AC092724.1	0.063993056	-0.031798143	0.4632939	0.841398523	
AC092725.1	0				
AC092745.1	0.070671829	-0.032461088	0.463382147	0.841398523	
AC092745.2	2.73663476	-0.087851831	0.399922707	0.672610688	0.808814443
AC092745.3	0.063667368	-0.003435062	0.462864009	0.943392	
AC092745.4	0.492164807	0.006239951	0.452876679	0.892490553	
AC092745.5	4.743349618	-0.082536154	0.40279015	0.689032001	0.819827332
AC092746.1	0				
AC092747.1	0				
AC092747.2	0.169036755	-0.003725681	0.462847917	0.943390598	
AC092747.3	0				
AC092747.4	94.92227575	0.344478113	0.250490841	0.106116508	0.245007324
AC092754.1	0				
AC092754.2	0				
AC092755.1	0				
AC092755.2	1.62240889	0.063229253	0.429406052	0.711322385	0.835118863
AC092756.1	0.151194734	-0.003700507	0.462850698	0.94339126	
AC092757.1	0				
AC092757.2	0				
AC092757.3	0.893456859	-0.161779529	0.48293439	0.25145866	0.440077411
AC092793.1	0				
AC092794.1	1.756141887	0.232636338	0.450921365	0.303587011	0.496687304
AC092794.2	0.102968595	0.036773355	0.463780354	0.854362603	
AC092800.1	0				
AC092802.1	9.721738799	0.417050965	0.586270349	0.091832499	0.22217981
AC092802.2	0				
AC092802.3	0				
AC092802.4	0.69172221	0.091385754	0.464077518	0.443312954	
AC092803.1	27.63249364	0.934866805	0.384716617	0.002313015	0.014560592
AC092803.2	0.077305121	0.034685572	0.46345638	0.84887394	
AC092803.3	3.749043997	0.057720123	0.410762739	0.769603527	0.872768886
AC092803.4	1.641497117	-0.289276857	0.529907172	0.141677081	0.29869131
AC092805.1	0				
AC092807.1	0.257560215	-0.008865678	0.458143988	0.905250863	
AC092807.2	0.063802279	-0.003438508	0.462863848	0.94339197	
AC092807.3	24.19685587	-1.036092555	0.528489202	0.005176047	0.026903576
AC092809.1	0				
AC092809.2	0				
AC092809.3	0				
AC092809.4	2.024368768	-0.073781168	0.418974638	0.695471296	0.824348838
AC092810.1	0				
AC092810.2	0				
AC092810.3	0				
AC092811.1	0				
AC092813.1	0.032938258	0.025256633	0.462491135	0.95367378	
AC092813.2	0				
AC092814.1	0				
AC092814.2	0				
AC092818.1	0.312566039	-0.068968783	0.464758874	0.526987263	
AC092819.1	0				
AC092819.2	0				
AC092819.3	0				
AC092821.1	10.6430544	-0.064767251	0.36693885	0.773477467	0.874768057
AC092821.2	0.063802279	-0.003438508	0.462863848	0.94339197	
AC092821.3	19.7226593	0.279959249	0.39627541	0.263900734	0.453589
AC092824.1	0				
AC092825.1	0				
AC092828.1	1.888313985	0.101835384	0.431426785	0.582905364	0.743470331
AC092832.1	0				
AC092832.2	0				
AC092834.1	0				
AC092835.1	28.62142332	0.297425987	0.284583731	0.193075702	0.368965873
AC092839.1	0				
AC092844.1	0.302790882	0.076663769	0.46827768	0.628697523	
AC092845.1	0.206972963	0.021435235	0.459851658	0.859060978	
AC092848.1	0				
AC092848.2	0				
AC092849.1	0.388477133	-0.019383322	0.450125259	0.870215389	
AC092849.2	1.954861883	0.343202429	0.606359034	0.074137526	0.191447991
AC092850.1	0				
AC092850.2	0				
AC092851.1	0				
AC092862.1	0				
AC092865.1	0.448742462	-0.12114755	0.468285692	0.388164053	
AC092865.2	0				
AC092865.3	0.177227655	0.042161039	0.464734161	0.704275804	
AC092865.4	0.050658617	-0.030012005	0.463078769	0.841398523	
AC092868.1	0				
AC092868.2	0.220709223	0.011743859	0.459087758	0.945533768	
AC092881.1	0				
AC092881.2	0				
AC092894.1	0				
AC092896.1	0.045083047	0.027660101	0.462698979	0.95367378	
AC092902.1	0.535499798	-0.079282823	0.46030676	0.538748003	
AC092902.2	0				
AC092902.4	0.754216612	-0.236840801	0.52540658	0.128741204	
AC092902.5	0.419768382	-0.095163554	0.463503929	0.426323737	
AC092902.6	4.035379374	-0.025441604	0.368659729	0.908041004	0.952203945
AC092903.1	0.658611896	-0.131368668	0.483392321	0.190359499	
AC092903.2	8.697405273	-0.411028343	0.502974085	0.127568544	0.278485178
AC092905.1	0				
AC092910.1	0				
AC092910.2	0				
AC092910.3	22.88571494	0.259508196	0.296805447	0.263729388	0.453462657
AC092910.4	0				
AC092916.1	0				
AC092916.2	0				
AC092919.1	0.261234941	0.039884863	0.46407046	0.749941334	
AC092919.2	3.797748341	0.079223801	0.401179096	0.705650067	0.831490622
AC092924.1	0				
AC092924.2	0				
AC092925.1	0				
AC092933.1	0.063802279	-0.003438508	0.462863848	0.94339197	
AC092933.2	0.174125023	0.002485669	0.46017225	0.943691464	
AC092939.1	0				
AC092941.1	0				
AC092941.2	0				
AC092943.1	0.405981961	-0.051400857	0.459100655	0.713227939	
AC092943.2	2.763413876	-0.170776919	0.43815424	0.398848494	0.590263894
AC092944.1	47.84466714	1.128650852	0.431794471	0.000914767	0.007203058
AC092944.2	0.253015135	0.041214147	0.459860927	0.771113066	
AC092944.3	0.291126341	0.043104773	0.457654342	0.757668688	
AC092952.1	0				
AC092953.1	0.182572114	0.020499459	0.460888349	0.950789205	
AC092953.2	1.223427791	-0.07575254	0.452970997	0.54410049	0.713385472
AC092954.1	0				
AC092954.2	0				
AC092957.1	0.44761244	-0.008787041	0.452060674	0.987573815	
AC092958.1	0				
AC092958.2	0				
AC092958.3	0				
AC092958.4	0				
AC092960.1	0				
AC092960.2	0.215568038	-0.00556175	0.460240466	0.942499263	
AC092960.3	0				
AC092964.1	0				
AC092966.1	0				
AC092967.1	0				
AC092969.1	0.179101307	0.032944945	0.463302472	0.874337615	
AC092979.1	0				
AC092979.2	0				
AC092989.1	0				
AC092991.1	0				
AC092994.1	0				
AC092999.1	1.173313281	-0.059981954	0.442440514	0.677020715	0.811853732
AC093001.1	0.046695068	-0.00318502	0.462865579	0.94339197	
AC093001.2	0.059987236	-0.003420677	0.462864535	0.943391971	
AC093004.1	0.052907202	-0.03051381	0.463133265	0.841398523	
AC093010.1	0				
AC093010.2	368.2311425	0.797132808	0.344611381	0.004027329	0.022339309
AC093012.1	0				
AC093014.1	0.228655877	0.045155931	0.463938927	0.837813886	
AC093019.1	0				
AC093019.2	0				
AC093023.1	0.184850697	0.043036677	0.464908858	0.669329852	
AC093025.1	0				
AC093027.1	0				
AC093028.1	0				
AC093063.1	0				
AC093072.1	0				
AC093074.1	0				
AC093083.1	0				
AC093106.1	0.046695068	-0.00318502	0.462865579	0.94339197	
AC093106.2	0				
AC093107.1	0.474582865	0.026283139	0.453474862	0.753231255	
AC093107.2	0.32948599	0.013609025	0.453433907	0.915889697	
AC093110.1	0.259089213	-0.024186731	0.461440556	0.758023192	
AC093117.1	0				
AC093142.1	0.374524213	0.023492647	0.455975347	0.925352319	
AC093151.1	0				
AC093151.2	1.795889868	0.044013834	0.420492124	0.804458269	0.892632937
AC093151.5	0				
AC093151.7	1.336476424	0.018618017	0.440875109	0.892663246	0.943756303
AC093154.1	0				
AC093155.1	0.510891467	0.110343021	0.466980547	0.399902414	
AC093155.2	0.032938258	0.025256633	0.462491135	0.95367378	
AC093155.3	4.527674678	0.088059646	0.426792004	0.632710777	0.780479956
AC093156.1	0				
AC093157.1	204.9339265	-0.787628237	0.240267471	0.000239248	0.002527971
AC093157.2	0.9130159	-0.122163942	0.46151623	0.38859552	0.579840254
AC093157.3	0				
AC093158.1	0				
AC093159.1	0.162627946	0.034106483	0.463465869	0.852654251	
AC093159.2	0				
AC093162.1	0.430477289	0.033666406	0.458096986	0.776012526	
AC093166.1	0				
AC093166.2	0				
AC093206.1	0.099406351	0.024094761	0.462390795	0.955061548	
AC093214.1	0.08418878	-0.003513422	0.46286067	0.94339197	
AC093225.1	0				
AC093227.1	10.79681385	0.187412618	0.334819188	0.437266632	0.625217285
AC093227.2	0.044449292	-0.029323132	0.462996558	0.841398523	
AC093227.3	0				
AC093240.1	0				
AC093246.1	0.105814404	-0.037631231	0.464140263	0.742001899	
AC093248.1	0				
AC093249.1	0				
AC093249.2	1.687398283	0.711062213	0.942775563	0.039386578	0.120635307
AC093249.3	0.100696948	0.025978871	0.462553027	0.954638665	
AC093249.4	0.517541701	0.019309622	0.4472392	0.8609432	
AC093249.5	0				
AC093249.6	12.45712067	1.119111381	0.589905989	0.005004727	0.026259748
AC093259.1	0				
AC093270.1	0.191914508	-0.012213255	0.460309525	0.839443445	
AC093270.2	2.798495372	-0.207036778	0.427570973	0.35651555	0.549651845
AC093274.1	1.113426086	-0.279868616	0.549368655	0.10609982	0.245000946
AC093277.1	0				
AC093278.1	0.368743946	-0.032307202	0.460132714	0.790754618	
AC093278.2	0.052907202	-0.03051381	0.463133265	0.841398523	
AC093281.1	0				
AC093281.2	0.169070978	0.029108792	0.462886909	0.9504336	
AC093283.1	0.045083047	0.027660101	0.462698979	0.95367378	
AC093292.1	0				
AC093295.1	0				
AC093297.1	0				
AC093297.2	107.1092692	0.390418166	0.266691066	0.079535118	0.201223938
AC093298.1	0				
AC093298.2	0.427701842	-0.065608896	0.467203061	0.65693765	
AC093300.1	0				
AC093303.1	0				
AC093305.1	0				
AC093307.1	2.010971805	-0.093638388	0.425369162	0.61450279	0.767114254
AC093311.1	0.060138196	-0.003421337	0.4628645	0.94339197	
AC093323.1	380.0224276	0.658532061	0.242409899	0.002017649	0.013117079
AC093323.2	0.204166641	0.02215334	0.462246144	0.990440492	
AC093323.3	0.038652561	0.026466848	0.462590564	0.95367378	
AC093323.4	0				
AC093325.1	0				
AC093326.1	0				
AC093326.2	0				
AC093330.1	0.28572714	0.032281107	0.458099402	0.778298058	
AC093330.2	0				
AC093330.3	0				
AC093331.1	0				
AC093334.1	0.063802279	-0.003438508	0.462863848	0.94339197	
AC093367.1	0				
AC093382.1	0.081655347	0.035027568	0.463509064	0.853881665	
AC093388.1	4.302335125	0.025029029	0.384538181	0.907922331	0.952187187
AC093390.1	0				
AC093390.2	0.713072792	-0.05819983	0.458113473	0.565812009	
AC093392.1	0				
AC093392.2	0				
AC093414.1	0				
AC093416.1	0				
AC093416.2	0.807720971	-0.002803543	0.428247601	0.98324841	
AC093418.1	0.7647875	0.123798742	0.470234498	0.309878361	
AC093422.1	0.371117087	0.01519032	0.456990665	0.926445963	
AC093422.2	0				
AC093423.1	0				
AC093423.2	0.09951684	0.024055933	0.462387707	0.955294556	
AC093423.3	0.121651324	0.010882178	0.46015896	0.951372576	
AC093424.1	1.003770919	-0.012379668	0.425151378	0.938515525	0.968385438
AC093426.1	0				
AC093426.2	0				
AC093433.1	0				
AC093433.2	0.548608473	0.047289137	0.455475624	0.724243505	
AC093458.1	0.08418878	-0.003513422	0.46286067	0.94339197	
AC093458.2	0.070671829	-0.032461088	0.463382147	0.841398523	
AC093459.1	0				
AC093462.1	2.286304895	0.054446579	0.410029288	0.783290231	0.880477845
AC093484.1	3.403666686	-0.213667111	0.455758388	0.316808059	0.51153843
AC093484.2	0.412599425	-0.068267496	0.468198994	0.549749548	
AC093484.3	47.16109645	-0.292821729	0.278104462	0.19469167	0.371032899
AC093484.4	0.121593285	0.00875492	0.460059736	0.950011396	
AC093496.1	0				
AC093503.1	0.649422934	0.016546147	0.446095758	0.891174022	
AC093503.2	4.404155363	1.032500507	1.063149552	0.020720002	0.07597676
AC093510.1	0.735297018	-0.318560858	0.624260132	0.025857816	
AC093510.2	1.166145345	0.169636481	0.467021328	0.32707466	0.521446838
AC093512.1	1.662672203	0.594741095	1.088275133	0.018879187	0.070899849
AC093512.2	319.3875162	-0.032918264	0.233635366	0.868840025	0.92976042
AC093515.1	0				
AC093516.1	0				
AC093519.1	0				
AC093519.2	0				
AC093520.1	0				
AC093520.2	0				
AC093523.1	0				
AC093524.1	0				
AC093525.1	2.218776672	-0.019865373	0.438408061	0.888273985	0.941520228
AC093525.10	3.597367339	0.604609118	0.812844096	0.047287424	0.137975304
AC093525.2	16.27955595	-0.243533686	0.477247274	0.246948549	0.43481212
AC093525.3	0.044449292	-0.029323132	0.462996558	0.841398523	
AC093525.4	5.512717094	0.303786787	0.490541833	0.195416866	0.372000187
AC093525.5	0.651827581	0.155399045	0.476602212	0.282216647	
AC093525.6	145.9035725	-0.105137312	0.269163668	0.630264309	0.7789045
AC093525.7	120.8195273	-0.052281022	0.342325493	0.817599592	0.900157585
AC093525.8	34.7281946	-0.241090215	0.396886281	0.322930298	0.517412088
AC093525.9	1.915836849	0.213216901	0.488275748	0.233100084	0.418251053
AC093534.1	0				
AC093534.2	0				
AC093535.1	0.491048221	-0.001006387	0.455047075	0.960373024	
AC093535.2	62.99024294	1.047886146	0.283794955	3.42173E-05	0.000555063
AC093536.1	0.485256563	0.066073988	0.458377218	0.617443323	
AC093536.2	0				
AC093567.1	0.54654087	-0.007661852	0.457360049	0.909814694	
AC093575.1	0.756337974	-0.037844787	0.442143771	0.796254621	
AC093577.1	0.19421357	0.013242045	0.460197139	0.860343826	
AC093578.1	0				
AC093578.2	0				
AC093579.1	0				
AC093582.1	8.893992978	-0.033325071	0.358326492	0.880902578	0.936679015
AC093583.1	0				
AC093585.1	0.070336309	-0.032429178	0.463377828	0.841398523	
AC093591.1	4.234893419	-0.04326836	0.414067308	0.815632606	0.899139756
AC093591.2	0				
AC093591.3	0.254396609	-0.023272442	0.461393829	0.845978332	
AC093599.1	0.112793908	-0.00453596	0.460174145	0.941388558	
AC093599.2	0.553439817	-0.146994669	0.477909309	0.266713084	
AC093605.1	0				
AC093606.1	0				
AC093607.1	0				
AC093610.1	0				
AC093620.1	2.567835361	1.139165178	1.04948943	0.016973435	0.065596447
AC093627.1	0.116718058	0.03895009	0.464123814	0.768600769	
AC093627.2	0				
AC093627.22	0.133561643	0.03278555	0.463267156	0.853761015	
AC093627.3	0.065741063	0.030601155	0.463009179	0.95367378	
AC093627.4	30.02507659	0.950970814	0.651490591	0.013210212	0.054531695
AC093627.5	63.53611773	1.871649372	0.34634712	4.91364E-09	3.91348E-07
AC093627.6	11.42280099	6.006361049	1.935057302	2.56548E-05	0.00043949
AC093627.7	0.19762955	0.043731335	0.465049644	0.65204662	
AC093639.1	0				
AC093639.2	0				
AC093639.3	0.052134167	-0.003275007	0.462864896	0.94339197	
AC093642.1	5.956445851	-0.021845771	0.455633026	0.798049349	0.888764696
AC093642.2	19.24991063	0.253885116	0.399154825	0.301912313	0.495040844
AC093642.5	0.111897057	-0.029920619	0.463066788	0.841049426	
AC093648.1	0				
AC093655.1	0				
AC093655.2	0				
AC093663.1	0				
AC093663.2	0.257889889	-0.006850883	0.458327607	0.9390456	
AC093664.1	0				
AC093668.1	5.506064708	-0.098904579	0.465420027	0.364641815	0.556810457
AC093671.1	0				
AC093673.1	254.172609	-0.017903311	0.250275409	0.932118965	0.965139093
AC093675.1	1.258005936	0.402955449	0.752621369	0.009578507	0.042880202
AC093675.2	0				
AC093677.1	0				
AC093677.2	4.213477637	-1.486619089	0.747908033	0.002748811	0.016708509
AC093677.3	0.260019871	0.025217256	0.458154723	0.922817645	
AC093689.1	0				
AC093690.1	0.140672617	-0.03946115	0.464489848	0.742001899	
AC093698.1	0				
AC093702.1	2.315744224	-0.174092112	0.422083407	0.426269658	0.615313633
AC093714.1	0				
AC093714.2	0				
AC093716.1	0				
AC093720.1	0				
AC093722.1	0				
AC093725.1	0				
AC093725.2	0.200557423	0.04336976	0.464979346	0.662071197	
AC093726.1	10.98738786	0.080962603	0.442455664	0.604314906	0.759873332
AC093726.2	6.215923455	0.908878476	0.770803405	0.021136724	0.076985165
AC093726.3	0				
AC093729.1	0				
AC093730.1	0				
AC093732.1	0.243070435	0.043934152	0.463716462	0.819049567	
AC093732.2	0				
AC093734.1	0				
AC093746.1	0				
AC093752.1	1.492842449	-0.078160937	0.441394632	0.613734164	0.766598475
AC093752.2	0.195146093	0.036039618	0.463758174	0.779528153	
AC093755.1	0				
AC093763.1	0				
AC093763.2	0				
AC093765.1	0				
AC093765.2	0				
AC093765.3	0.102966666	-0.031254081	0.463226122	0.837650874	
AC093765.4	0				
AC093765.5	0.065741063	0.030601155	0.463009179	0.95367378	
AC093766.1	0				
AC093767.1	0				
AC093770.1	0				
AC093772.1	2.313324495	0.220292748	0.496307752	0.213140894	0.393695515
AC093772.2	0.265677313	-0.031044431	0.463201262	0.842494433	
AC093775.1	0				
AC093783.1	0				
AC093787.1	0				
AC093787.2	1.514875213	-0.052830117	0.434925191	0.740648027	0.854913501
AC093788.1	3.378438952	0.315706583	0.532569811	0.149533572	0.309730192
AC093789.1	0.714091499	0.030489629	0.445128222	0.813019328	
AC093791.1	0.176033689	-0.031217895	0.463222334	0.840749495	
AC093791.2	0				
AC093796.1	0.215995372	0.045208189	0.464047295	0.827752678	
AC093797.1	0.046695068	-0.00318502	0.462865579	0.94339197	
AC093798.1	0				
AC093799.1	21.12245418	1.62930701	0.583076796	0.000363983	0.003519606
AC093801.1	0				
AC093801.2	0.032938258	0.025256633	0.462491135	0.95367378	
AC093802.1	0				
AC093802.2	0				
AC093809.1	3.053135966	-0.012820307	0.459735942		
AC093810.1	0				
AC093813.1	0				
AC093815.1	0				
AC093816.1	0.08418878	-0.003513422	0.46286067	0.94339197	
AC093817.1	0.545023753	0.100526698	0.465360807	0.470454323	
AC093817.2	0				
AC093821.1	0.489782604	-0.004039248	0.462833082	0.943388559	
AC093824.1	0				
AC093824.2	0.050658617	-0.030012005	0.463078769	0.841398523	
AC093826.1	0				
AC093827.1	0.194836196	-0.002413244	0.460171341	0.942830959	
AC093827.2	0				
AC093827.3	2.029587611	0.011705781	0.402770079	0.953359447	0.976483681
AC093827.4	35.03371252	0.061472048	0.278587231	0.783366116	0.880484495
AC093827.5	23.42007131	-0.445201985	0.3051964	0.064691252	0.173360385
AC093829.1	0				
AC093831.1	0				
AC093831.2	0				
AC093833.1	0.180215425	0.002530475	0.460174974	0.944347173	
AC093835.1	0				
AC093838.1	0				
AC093838.2	3.135099353	-0.937430874	0.83832193	0.020515018	0.075486704
AC093840.1	0				
AC093840.2	0				
AC093843.1	0				
AC093843.2	0				
AC093844.1	0.045083047	0.027660101	0.462698979	0.95367378	
AC093849.1	0				
AC093849.2	36.21505529	-0.82707269	0.415028954	0.007679041	0.036210091
AC093849.3	0.128735748	-0.029877465	0.463062022	0.841521414	
AC093849.4	2.073478417	2.409218052	1.525013424	0.003730845	0.021100305
AC093850.1	0.32884611	-0.032763841	0.457479773	0.771045136	
AC093852.1	0				
AC093853.1	0				
AC093857.1	0				
AC093864.1	0				
AC093865.1	0				
AC093866.1	0.060138196	-0.003421337	0.4628645	0.94339197	
AC093870.1	0				
AC093871.1	0				
AC093872.1	0				
AC093875.1	0				
AC093878.1	0				
AC093879.1	0				
AC093884.1	2.379494773	0.104090996	0.460855487	0.408494544	0.599066909
AC093890.1	5.83156619	-0.097673687	0.376157054	0.664677354	0.803141635
AC093890.2	0.086386686	-0.003520039	0.462860291	0.943391957	
AC093893.1	0				
AC093894.1	0				
AC093894.2	0.38396772	0.039900211	0.464498155	0.67471095	
AC093895.1	0				
AC093898.1	0				
AC093899.1	0.067604912	-0.003464937	0.462863321	0.94339197	
AC093899.2	6.494235583	-0.04282249	0.431572822	0.788858136	0.883529065
AC093902.1	0				
AC093903.1	0				
AC093904.1	0				
AC093904.2	0.068965282	0.030983705	0.463053823	0.95367378	
AC093904.3	0				
AC093904.4	0.068965282	0.030983705	0.463053823	0.95367378	
AC093908.1	92.17919617	3.640917222	0.509204834	4.28483E-14	2.26698E-11
AC093909.1	14.43855373	-0.089783148	0.413448903	0.650897842	0.794009017
AC093909.2	0				
AC093909.3	0				
AC093909.4	0				
AC093909.5	0				
AC093909.6	2.328065057	0.473811885	0.675268432	0.070112018	0.183743267
AC093911.1	0				
AC093912.1	0.137930564	0.039413247	0.464224462	0.84887394	
AC093913.1	0				
AC093915.1	0				
AC093916.1	0.156377756	0.041224022	0.464547593	0.729559543	
AC093928.1	1.71141889	-0.057978917	0.450650394	0.632179877	0.780166002
AC094019.1	0				
AC094019.2	0				
AC094085.1	0				
AC094103.1	0.222178871	-0.027658491	0.460437536	0.805685577	
AC094104.1	0				
AC094104.2	0				
AC094105.1	0				
AC094105.2	0.364294086	-0.090291312	0.471957328	0.491146869	
AC094108.1	0				
AC095030.1	0.052134167	-0.003275007	0.462864896	0.94339197	
AC095031.1	0.203251677	-0.0036331	0.46019111	0.931490022	
AC095032.1	2.124281967	-0.178912389	0.437800968	0.391578014	0.583272225
AC095032.2	0				
AC095038.1	0				
AC095038.2	0				
AC095038.3	0.118653471	0.004652611	0.460159121	0.944795459	
AC095038.4	0				
AC095038.5	0				
AC095040.1	0				
AC095041.1	0.052134167	-0.003275007	0.462864896	0.94339197	
AC095050.1	2.829725434	-1.930487782	1.201819263	0.004560572	0.024532039
AC095050.2	0				
AC095052.1	0.654582325	-0.138453845	0.478805716	0.305704656	
AC095055.1	28.56682897	0.670241968	0.603777065	0.040959839	0.124407954
AC095056.1	0				
AC095057.1	0				
AC095057.2	0				
AC095057.3	8.590560678	1.392615244	0.678792649	0.002720043	0.016573096
AC095057.4	0.685629175	0.26772592	0.557234703	0.077498944	
AC095059.1	0				
AC095059.2	0.174195443	-0.02376804	0.461443013	0.840763336	
AC095060.1	0				
AC095350.1	0				
AC095353.1	0				
AC096531.1	0				
AC096533.1	0.198030774	-0.006286401	0.460259861	0.939644833	
AC096536.1	0				
AC096536.2	0.941905779	0.025042787	0.439805058	0.862438224	0.926132407
AC096536.3	0				
AC096540.1	0				
AC096541.1	0.046695068	-0.00318502	0.462865579	0.94339197	
AC096543.1	0				
AC096543.2	0				
AC096552.1	0				
AC096554.1	0				
